,Name,Website,Description,Tags,Country,Computer,Phone,TwitterUsername
379,Narendra Mandadapu,https://5pagesaday.com/uses,"Fullstack Engineer, SEO Nerd, ⭐️⭐️⭐️⭐️⭐️ 5-Star Udemy Instructor, United Kingdom","Morning Pages, Journal, Full Stack, JAMstack, JavaScript, Front End, Backend, React, Node.js, Gatsby, GraphQL, Serverless, Hugo, Netlify, SEO, Keyword Research, Blogger, Architect",🇬🇧,apple,iphone,https://twitter.com/scriptstar
380,davidak,https://davidak.de/uses/,"Creating Free Software, with a focus on QA.","Software Engineer, Content Creator, Minimalist, Gamer, Activist",🇩🇪,linux,android,https://twitter.com/davidak
381,Jace Hensley,https://jacehensley.dev/uses,Fullstack Engineer,"React, TypeScript, Remix, Vanilla Extract, SCSS",🇺🇸,linux,android,
382,Jahir Fiquitiva,https://jahir.dev/uses,Passionate and Creative Full Stack Developer,"Developer, Full Stack, JavaScript, Python, Kotlin, React",🇨🇴,apple,iphone,https://twitter.com/jahirfiquitiva
383,Dennis Mathenge,https://creativehubspace.com/uses,Web Developer,"Full Stack, Front End, Backend, JavaScript, React, Gatsby, Drupal, PHP, Symfony, Magento",🇸🇪,linux,android,https://twitter.com/_dennisnm
384,Michael Beckwith,https://apiratelifefor.me/uses/,"PHP and WordPress developer/support, coffee consumer, gym monkey","Developer, Blogger, WordPress, PHP",🇺🇸,linux,android,https://twitter.com/tw2113
385,David Vidmar,https://vidmar.net/uses,"Technology realist obsessed with digital challenges. IT manager, developer, software architect, technology evangelist and marketing manager.","Manager, Developer, Windows, macOS, productivity, slovenia, smarthome",🇸🇮,windows,iphone,https://twitter.com/davidvidmar
386,Brian Morrison II,https://brianmorrison.me/uses/,"Full stack developer, content creator, husband, father of 3 boys, lifter of weights, Destiny 2/Stadia gamer","Developer, Full Stack, Entrepreneur, Youtuber, JavaScript, AWS, Vue.js, Node.js, C#, CSS",🇺🇸,windows,iphone,https://twitter.com/brianmmdev
387,Axel Larsson,https://axellarsson.com/blog/what-i-use/,Full-stack developer,"Web, Vue.js, TypeScript, Docker, Node.js, IBM i, Entrepreneur",🇸🇪,apple,iphone,https://twitter.com/Axellarsson93
388,Chris Lagasse,https://chrislagasse.com/uses,"Diversified programmer with emphasis in PHP, Javascript, Node.js, Vue, API integrations... cyclist, dad, lover of craft beer.","Developer, Engineer, PHP, JavaScript, Node.js, WordPress, Eleventy, Vue.js, Remote",🇺🇸,apple,iphone,https://twitter.com/soben
389,Adam Jahnke,https://adamyonk.com/uses,"Caffiend, motorcyclist, climber, recovering perfectionist. I love to make the complex simple.","Engineer, Full Stack, JavaScript, Ruby",🇺🇸,apple,iphone,https://twitter.com/adamyonk
390,Antoni Kepinski,https://kepinski.ch/uses/,"Full Stack Engineer, maintaining node-fetch and a bunch of smaller projects 🚀","Full Stack Engineer, JavaScript, TypeScript, Performance, Accessibility, React, Node.js",🇵🇱,apple,iphone,https://twitter.com/dokwadratu
391,Simone Silvestroni,https://minutestomidnight.co.uk/uses,"Sound designer, web developer, bass player","Sound designer, Bass player, Music producer, REAPER, Logic Pro X, Pro Tools, iZotope RX, Developer, HTML5, CSS3, Sass, Jekyll, Netlify, Markdown, Node, PostCSS, Sketch, Figma",🇮🇹,apple,android,
392,Luigi Cruz,https://luigicruz.dev/uses,Software developer with a focus on the Web.,"Web Development, JavaScript, TypeScript, React, Next.js, Laravel, InertiaJS, TailWindCSS, GraphQL",🇵🇭,apple,android,https://twitter.com/luigircruz
393,Chris Hufnagel,https://chrishufnagel.com/uses/,Front End Developer & Designer,"Web, Front End, CSS, SCSS, HTML, PHP, WordPress, Blogger, Entrepreneur",🇺🇸,apple,iphone,https://twitter.com/ChrisHufnagel
394,Allan Im,https://allanim.com/uses,Software Engineer,"Java, TypeScript, Spring, Oracle, Spring Boot, AWS, Software Engineer, Solutions Architect",🇰🇷,apple,iphone,https://twitter.com/allanlogs
395,Ihtisham Khan,https://iihtisham.com/uses.html,Full-Stack Web Developer | Tech Enthusiast,"JavaScript, Node.js, Front End, Backend, Full Stack, React, TailWindCSS, Laravel, Laravel Livewire, PHP, Developer",🇵🇰,windows,iphone,
396,Tom Hazledine,https://tomhazledine.com/uses,Data visualisation tinkerer and JS enthusiast. Podcaster. Nerd.,"Developer, Front End, JavaScript, React, Node.js, CSS, Podcaster",🇬🇧,apple,iphone,https://twitter.com/thomashazledine
397,Marc-Antoine Dion,https://marcantoinedion.com/uses,Full Stack. Rookie cyclist. Part time blogger at @thewannabeceo.,"Entrepreneur, Node.js, Vue.js, C#, Blogger, Full Stack",🇨🇦,apple,iphone,https://twitter.com/thewannabeceo
398,John Garrett,https://johngarrett.dev/uses,"Arch Duke of Computering, Full Stack Instructor","Developer, Full Stack, React, Teacher, Linux, JavaScript, PHP, C, DevOps",🇺🇸,linux,iphone,https://twitter.com/jhgarrett
399,Frugence Fidel,https://frugencefidel.com/uses,I'm 🇹🇿 React Developer,"Web Developer, Front End, JavaScript, TypeScript, React, Next.js, Node.js, HTML, CSS, TailWindCSS, GraphQL",🇹🇿,apple,iphone,https://twitter.com/FrugenceFidel
400,Mohammad Dohadwala,https://dohad.dev/blog/uses,"Hi, I am a Full Stack Javascript Web Developer from Dubai.","JavaScript, Developer, Blogger, Next.js, React, React Native, Full Stack, Serverless, AWS",🇦🇪,windows,iphone,https://twitter.com/mohammaddohad
401,Federico Vitale,https://fedevitale.dev/uses,Software Engineer based in Rome,"Developer, JavaScript, Go, Rust, TypeScript, React, Swift",🇮🇹,apple,iphone,https://twitter.com/fedevitaledev
402,Haryel Gillet,https://peaceful-leavitt-25b1d3.netlify.app/uses,FullStack Developer focused on Backend,"Full Stack, React, Developer, Front End, JavaScript, TypeScript, Node.js, React Native, Backend",🇧🇷,apple,iphone,https://twitter.com/haryel_dev
403,Antonio Della-Rocca,https://adr-enaline.com/uses,Fullstack Web Developer,"Developer, Full Stack, JavaScript, React, Node.js, CSS, C#",🇧🇪,apple,iphone,https://twitter.com/adrADRenaline
404,Sampan Verma,https://www.samlovescoding.com/articles/uses,"Senior Software Developer, YouTuber, Streamer and Gamer","React, Full Stack, Node.js, PHP, TypeScript, JAMstack, Next.js, UX, VS Code, Figma, Gamer, Styled Components, Laravel, Livewire",🇮🇳,apple,android,https://twitter.com/TheSampanVerma
405,Sumanth,https://mynameissumanth.netlify.app/uses.html,Student. Learning web development,"Student, Developer, Front End, Java, JavaScript, CSS, Full Stack",🇮🇳,windows,android,
406,Matt Walsh,https://mattwalsh.dev/uses/,Python programmer with love for data and automation,"Python, JavaScript, Programmer, Full Stack, SQL, Flask, VS Code, Windows, Linux, Problem Solver, Musician",🇦🇺,windows,android,
407,Ayoub Sousali,https://www.sousali.com/blog/uses/,Software Developer,"Full Stack, JavaScript, React, React Native, Software Developer, Web Developer, Web Development",🇲🇦,apple,iphone,https://twitter.com/ayoubsousali1
408,Andrei Hudovich,https://hudovich.dev/uses/,"Freelance Front-end Engineer, Web Enthusiast, Cat Lover.","Front End, Developer, JavaScript, TypeScript, CSS, HTML, Blogger, Vue.js, TailWindCSS, Engineer, Web Developer, JAMstack, Accessibility, Remote, SCSS, Web, VS Code, Software Engineer",🇵🇱,apple,iphone,https://twitter.com/andrei_hudovich
409,AriaieBOY,https://ariaieboy.ir/uses/,Web Developer that loves creating and sharing,"Laravel, PHP, PostgreSQL, TailWindCSS, JavaScript, Full Stack, Backend, DevOps, AlpineJS, TALL Stack, Livewire",🇮🇷,windows,android,https://twitter.com/ariaieboy_ir
410,Ben Myers,https://benmyers.dev/uses/,Web developer. Accessibility advocate. Human T-rex.,"Developer, Front-End, Accessibility, HTML, JavaScript, Eleventy, React, JAMstack, Streamer, Blogger, Speaker, Netlify",🇺🇸,apple,iphone,https://twitter.com/BenDMyers
411,Kim Ingram,https://kimingram.com/uses/,Freelance Copywriter. Website Strategist. Coffee Lover. And I code a little bit too.,"Developer, Writer, Blogger, Freelancer, HTML, CSS, WordPress",🇨🇦,windows,iphone,https://twitter.com/talknerdytomee
412,Nick Ali,https://nali.org/uses,Marketer who used to be a software architect.,"Branding, Marketer, Developer Marketing, SaaS, JavaScript, React, iOS, Swift, Emacs, Design Systems, Consulting, REST",🇺🇸,apple,iphone,https://twitter.com/naliorg
413,Jordan Elver,https://elver.me/uses/,"Full Stack developer who loves Ruby, Elixir, and Rust.","Developer, Backend, Ruby, Ruby on Rails, Elixir, Phoenix, Rust, JavaScript, Vim",🇬🇧,apple,iphone,https://twitter.com/jordelver
414,Tomek Buszewski,https://www.buszewski.com/uses/,"Developer and team leader based in Warsaw, Poland.","Front End, HTML, CSS, JavaScript, TypeScript, Python, Node.js, React, Vue.js, Django, Flask, WordPress",🇵🇱,apple,iphone,https://twitter.com/tomekbuszewski
415,Camille Hodoul,https://camillehdl.dev/uses/,"Remote fullstack developer, mostly Javascript & PHP","Developer, Full Stack, JavaScript, PHP, Books, Web Development, Computer Science",🇫🇷,apple,iphone,https://twitter.com/camille_hdl
416,Praveen Kumar Purushothaman,https://blog.praveen.science/my-personal-development-environment/,"Cook, Cat Lover, Front End Architect, Full Stack Web Developer Evangelist & Cloud Computing Consultant.","Developer, Full Stack, Entrepreneur, Mentor, Blogger, PHP, JavaScript, React, Node.js, CSS",🇬🇧,apple,android,https://twitter.com/praveenscience
417,Camilo Romero,https://camiloromero.dev/uses,Full Snack Web Developer (Yeah...snack) that uses Javascript almost everywhere.,"Developer, Full Stack, Front End, JavaScript, React, CSS, NoSql, Firebase",🇨🇴,windows,iphone,https://twitter.com/kmorope
418,Tim Bachmann,https://tiim.ch/pages/uses,"Software Engineer from Switzerland, currently working on one of my way too many side projects.","API, Backend, Developer, Full Stack, Git, Go, GraphQL, Java, JavaScript, Markdown, Neovim, Node.js, Open Source, REST, Rust, Software Developer, Software Engineer, Svelte, TypeScript, Vim, Vue.js, Web Developer, Web Development",🇨🇭,windows,android,
419,Nathan Smith,https://nathan-smith.org/uses,"Full stack dev, cat dad, dungeon master.","TypeScript, ASP.Net Core, React, Full Stack",🇺🇸,windows,android,
420,Philipp John,https://jplace.de/uses,"Full-Stack Software Developer - Love to play on my E-Piano, reading books and practicing Yoga & meditation.","Developer, Angular, JavaScript, TypeScript, Node.js, Java, Python, PHP, .NET Core, Flask, Express.js, NestJS, SocketIO, SignalR, Slim Framework, Nuxt, PyCharm, WebStorm, IntelliJ, VS Code, SQLDeveloper, DBeaver, GitHub, GitLab, Linux, Windows, Oracle PL/SQL, PostgreSQL, MySQL, Docker, Full Stack, Backend, Front End, Spotify, Discord, E-Piano",🇩🇪,linux,android,https://twitter.com/PhilippJohn88
421,Mykolas Krupauskas,https://mkrup.com/uses,A passionate software developer that helps people create value with technology.,"Developer, Full Stack, JavaScript, TypeScript, React, Node.js, Gatsby, C#, .NET, Blogger",🇱🇹,windows,android,https://twitter.com/mykolaskrup
422,Saurabh Sharma,https://itsjzt.com/uses,Full stack web developer making e-commerce websites and SaaS,"Developer, Full Stack, JavaScript, React, Node.js, Figma, CSS, TypeScript, Performance, Shopify, VS Code, GraphQL",🇮🇳,apple,android,https://twitter.com/itsjzt
423,Rob Warner,https://grailbox.com/uses/,"Software Architect, Developer, Father.","Architect, Developer, Full Stack, Java, Go, JavaScript, Rust, Writer",🇺🇸,apple,iphone,
424,Ben Lau,https://benlau.net/uses/,"Frontend web developer. From Melbourne, Australia. Now in Berlin, Germany.","Front End, Web Development, UI/UX, Kirby, Eleventy",🇩🇪,apple,iphone,https://twitter.com/__benlau
425,Randall Wilk,https://randallwilk.dev/uses,Full-Stack Laravel Developer.,"Laravel, Livewire, AlpineJS, TailWindCSS, JavaScript, HTML, CSS, PHP, WordPress, MySQL, Web Developer, macOS, GitHub",🇺🇸,apple,iphone,https://twitter.com/wilkrandall
426,Vishwasa Navada K,https://vishwas.tech/uses,"Geek. Open source Enthusiast. Occasional blogger, photographer and traveler.","Developer, JavaScript, AWS, GraphQL, Serverless, Blogger, Traveler",🇮🇳,apple,android,https://twitter.com/vishwasnavadak
427,Frank Bültge,https://bueltge.de/uses/,"Alpinist, Cyclist, Optimist. I develop, support solutions, primarily with SAP at ZEISS Group and I make WordPress-based solutions at the Inpsyde","Engineer, Developer, SAP ERP, WordPress, CSS, PHP, HTML, Web Development",🇩🇪,linux,android,https://twitter.com/bueltge
428,Rajanand Ilangovan,https://rajanand.org/uses,"Business intelligence developer with over a decade of experience in designing and developing databases, ETL and reporting solutions. I am also a Microsoft certified trainer. 👉 https://rajanand.org/bio","Business Intelligence, Cloud, Data, SQL, SQL Server, Power BI, Tableau, Database, Azure, Google Cloud, ETL, SSIS",🇮🇳,windows,android,https://twitter.com/iRajanand
429,Jared Clifton-Lee,https://jared.clifton-lee.com/uses,Engineer of code; manager of people; trainer of cats,"Entrepreneur, Manager, Full Stack, Engineer, Ruby, Ruby on Rails, Elixir, Phoenix, JavaScript, React, Node.js",🇺🇸,apple,iphone,https://twitter.com/jaredcliftonlee
430,William Chin,https://yourdigitalaid.com/uses/,"Web Developer, Product Manager, Digital Marketer, always trying to learn more.","Front End, Developer, Product Manager, Digital marketer, JavaScript, PHP, WordPress, Python, REST",🇨🇦,windows,iphone,https://twitter.com/William65692091
431,Andrej Gajdos,https://andrejgajdos.com/uses/,Startup CTO | Tech Lead | Software Architect | Dev,"Fractional CTO, Maker, Full Stack, Software Engineer, Software Architect, Tech Lead, JavaScript, React, Node.js, Front End, TypeScript, Blogger, GraphQL, PostgreSQL, MongoDB, Next.js",🇪🇺,apple,iphone,https://twitter.com/Andrej_Gajdos
432,Jeffrey Way,https://laracasts.com/blog/laracasts-uses,Laracasts Author,"Developer, Designer, Backend, PHP",🇺🇸,apple,iphone,https://twitter.com/jeffrey_way
433,Aaron Uurman,https://aaronuurman.com/uses,Back end developer who likes to develop front end on free time 🤷‍♂️. And I also blog.,"Developer, Blogger, CSS, Gatsby, HTML, Backend, .NET, Linux, .NET Core, C#, Testing, Azure",🇪🇪,linux,android,https://twitter.com/aaronuurman
434,Alan Redzepagic,https://alanred.me/uses,"Front-end development, web native, tech enthusiast","Developer, Front End, UX, UI, Design Systems, Vue,js, Nuxt, JAMstack, TailWindCSS, Figma, Illustrator, Photoshop, WordPress, AWS, cPanel WHM",🇺🇸,linux,android,https://twitter.com/allanred
435,Alexander Christiaan Jacob,https://alexanderchristiaanjacob.com/uses,"A guy that does things, and thinks that having a reason for doing so is largely overrated.","Developer, Artist, Full Stack, HTML, CSS, JavaScript, Sass, npm, PHP",🇳🇱,windows,iphone,https://twitter.com/ACJ
436,Jeremy Bunting,https://qbunt.com/uses,Web 🤖 working remotely from the Connecticut burbs,"Developer, Full Stack, Remote, CSS, JavaScript, React, Vue.js, Node.js, GraphQL, Accessibility",🇺🇸,apple,android,https://twitter.com/qbunt
437,Martin Bean,https://martinbean.dev/uses,Web developer and software engineer.,"Developer, Engineer, Web Development, Software Engineer, Backend, PHP, Laravel, AWS, Docker, TypeScript, Vue.js, SCSS, Sass, Remote",🇬🇧,apple,iphone,https://twitter.com/martinbean
438,John Slipper,https://www.johnslipper.com/uses/,"Web Developer, mountain biker, drone enthusiast, Minecraft nerd","Developer, Front End, JavaScript, CSS, HTML, Vue.js, React, AngularJS, UI",🇳🇿,apple,android,https://twitter.com/johnslipper
439,Ste Grainer,https://stegrainer.com/uses,"Designer, Developer","Designer, Developer, Front End, Accessibility, CSS, Craft CMS, Blogger, Design Systems, JavaScript",🇺🇸,apple,iphone,https://twitter.com/stegrainer
440,Nich Secord,https://secord.io/uses,"Full Stack Developer from the Redmond, WA area. Best skier on the mountain. Pretty good in general.","Developer, Web Developer, Full Stack, Front End, JavaScript, TypeScript, React, GraphQL, HTML, CSS, Sass, Styled Components, Node.js",🇺🇸,windows,android,https://twitter.com/nichsecord
441,Stijn Elskens,https://www.stijnelskens.com/uses,"Frontend Web Developer based in Leuven, BE.","Problem Solver, TailWindCSS, CSS, TypeScript, JavaScript, Next.js, React, Vue.js, AlpineJS, Craft CMS, Laravel, Front End, Web Developer",🇧🇪,apple,iphone,https://twitter.com/chevywood_
442,Ryan Daley,https://www.rpdaley.com/uses/,"Software Engineer | ex-Shopify, ex-BellMedia, ex-Apple, ex-Kobo, ex-RIM","Developer, Front End, Full Stack, Git, GitHub, GraphQL, HTML/CSS, JavaScript, macOS, npm, yarn, React, Software Developer, TypeScript, VS Code, Web Developer, Web Development",🇨🇦,apple,iphone,https://twitter.com/TweetRye
443,Keith Wagner,https://kpwags.com/uses,Experienced full stack developer. Always trying to learn new and better ways of doing things.,"Developer, Full Stack, JavaScript, React, Node.js, CSS, C#, .NET",🇺🇸,apple,iphone,https://twitter.com/kpwags
444,Simon Lee,https://simonhlee97.github.io/uses/,Front end developer. Indiana Hoosier.,"Front End, Developer, JavaScript, WordPress, React, Next.js, Vue.js, SCSS, CSS, TypeScript, Node.js, MongoDB, UI",🇺🇸,apple,iphone,https://twitter.com/simonhlee97
445,Marc Littlemore,https://marclittlemore.com/uses/,"Senior Engineering Manager @ Netlify, Node.js fan, course creator, entrepreneur, ex-videogame developer, public speaker, and sepsis survivor.","Developer, Entrepreneur, Node.js, JavaScript, React, Gatsby, Youtuber, Blogger, Speaker",🇬🇧,apple,iphone,https://twitter.com/marclittlemore
446,Syofyan Zuhad,https://syofyan-profile.vercel.app/uses/,Full Stack Software Engineer 🇮🇩,"Laravel, PHP, PostgreSQL, MySQL, TailWindCSS, JavaScript, Software Engineer, Full Stack, Backend, DevOps, Entrepreneur, SEO",🇮🇩,linux,android,https://twitter.com/syofyan_zuhad
447,Nicolas M. Pardo,https://nikodermus.media/uses,JavaScript Developer and teacher at debakatas.com,"JavaScript, GraphQL, Node.js, React, Vue.js, Designer, Devsigner, Full Stack",🇨🇴,apple,android,https://twitter.com/ndermus
448,Stuart McColl,https://stuartmccoll.github.io/uses/,"Software developer, DevOps enthusiast.","Azure, Backend, C#, Developer, Front End, Software Developer, TypeScript",🇬🇧,windows,iphone,https://twitter.com/itstuartmccoll
449,Ryan Senn,https://ryansenn.dev/uses,Software engineer turned business owner. Loves functional porgramming.,"Developer, Entrepreneur, Business owner, Dad, Elm, Elixir, Haskell",🇨🇭,apple,android,https://twitter.com/RyanSenn4
450,Arturo De la Garza,https://arturodelagarza.com/uses,"Full-stack web developer, avid learner, loves to play video games and board games","Developer, Full Stack, JavaScript, TypeScript, React, Gatsby, Next.js, CSS, GraphQL, Node.js, SQL",🇲🇽,apple,iphone,https://twitter.com/agzertuche
451,Makon Cline,https://makoncline.com/uses,"Engineer, Developer, Home Cook. I like to make useful things and share them with others.","Engineer, Developer, Full Stack, Entrepreneur, JavaScript, Node.js, React, Gatsby, PostgreSQL, GraphQL, AWS",🇺🇸,apple,iphone,https://twitter.com/MakonCline
452,Karel De Smet,https://kareldesmet.be/uses,"Test Engineer at work. Developer in my spare time. Loves analyzing, debugging and delivering software.","Test Engineer, Selenium, Cucumber, JavaScript, HTML, CSS, Node.js, MongoDB, Hyperledger, Java",🇧🇪,linux,android,
453,Christoph Miksche,https://blog.m5e.de/uses/,Startup Founder and Full-Stack-Developer with a passion for finance.,"Developer, Web, Full Stack, Angular, React, Vue.js, TypeScript, JavaScript, Python, Go, Rust, Git, Linux, Remote, Entrepreneur",🇩🇪,apple,iphone,https://twitter.com/cmiksche
454,Madeline Pritchard,https://www.blog.madelinepritchard.net/uses,"Film critic, writer, web developer.","Writer, Developer, Python, CSS, HTML, Film, Blogger",🇬🇧,windows,android,
455,Carlos Longarela,https://github.com/CarlosLongarela/uses/,I enjoy solving problems and creating new stuff. WordPress lover and developer. Standards enthusiast,"Web Developer, Developer, JavaScript, Front End, Backend, Linux",🇪🇸,windows,android,https://twitter.com/CarlosLongarela
456,Rizwan,https://blog.rizwan.dev/uses,iOS Developer. Living between Marvel and DC world,"Developer, iOS, Swift, Objective-C, React, React Native, JavaScript, Vim, Gatsby, Kotlin",🇮🇳,apple,iphone,https://twitter.com/rizzu26
457,Tim Leland,https://timleland.com/uses,Full-Stack developer and Blogger.,"Front End, JavaScript, Blogger, HTML, CSS, Vue.js, Laravel, WordPress, Web Developer, Engineer, MySQL, PHP, C#, Go",🇺🇸,apple,iphone,https://twitter.com/timleland
458,Monespiseth Ly,https://pisethx.com/uses,"Frontend Developer, JavaScript Enthusiast","JavaScript, TypeScript, Vue.js, React, Nuxt, Next.js, Flutter, Docker",🇰🇭,apple,android,https://twitter.com/pisethx
459,Salisa Cheawcharnthong,https://www.sgennrw.xyz/uses,Software Engineer,"Developer, Front End, JavaScript, TypeScript, React, CSS, SCSS, TailWindCSS, Full Stack, Node.js, GraphQL",🇹🇭,apple,android,https://twitter.com/sgennrw
460,Moncef AOUDIA,https://www.maoudia.com/uses,Software developer - Open-source enthusiast/maintainer,"Apollo, Backend, Blogger, Camel, Developer, Full Stack, GraphQL, Hugo, JAMstack, Java, Kotlin, Open Source Software, Quarkus, Reactor, Speaker, Spring Boot",🇫🇷,linux,android,https://twitter.com/aoudiamoncef
461,Rémi Weng,https://creativedesignsguru.com/uses/,"A Full Stack JS developer using React, Next JS and Tailwind CSS. Netlify, Serverless and AWS for the backend.","JavaScript, Developer, React, Full Stack, CSS, Node.js, Blogger, TypeScript, Web Developer, JAMstack, TailWindCSS, AWS, Serverless, VS Code, Eleventy, NestJS, Express.js, Redux",🇫🇷,apple,android,https://twitter.com/ixartz
462,Michael Herman,https://mherman.org/about#uses,"Full-stack web developer. Software architect. Educator. Entrepreneur. Lover of Docker, Radiohead, running, and reading well-crafted project READMEs.","Developer, Full Stack, DevOps, Architect, JavaScript, Python, Docker, AWS, Testing, Teacher",🇺🇸,apple,iphone,https://twitter.com/mikeherman
463,James Brooks,https://james.brooks.page/uses/,Software Developer at Laravel and Podcaster,"Developer, Backend, PHP, Blogger, Full Stack, Podcaster, Vue.js, JavaScript, Laravel, TailWindCSS, Remote, Sublime Text",🇬🇧,apple,iphone,https://twitter.com/jbrooksuk
464,Martin Marcucci,https://www.marku.me/uses,"Computer Engineer, Professor, Embedded systems programer, ❤️(React/JS). Less gamer and more dad👪.","Professor, Developer, C++, Writer, JavaScript, Node.js, Full Stack, Embedded",🇦🇷,linux,android,https://twitter.com/RMMarku
465,Mark Tse,https://neverendingqs.com/uses/,A back-end developer who likes to dabble in the front-end.,"AWS, Backend, C#, CSS, Developer, Full Stack, Front End, HTML, JavaScript, Node.js, Python, Serverless, SQL, Vue.js",🇨🇦,linux,android,https://twitter.com/neverendingqs
466,Patrick Obermeier,https://www.patrickobermeier.at/uses,Experienced front-end developer with a solid online-marketing background on top. Lover of fancy hipster beer.,"Web Development, Front End, HTML, CSS, Sass, Bulma, Bootstrap, Materialize, JavaScript, C#, React, Redux, GraphQL, Next.js, Gatsby, Node.js, Webpack, Parcel, Grunt, Gulp, Linux, Docker",🇦🇹,windows,android,https://twitter.com/pobermeier87
467,Liam Richardson,https://discoliam.com/uses/,"User Interface developer focusing on Performance, A11y and CSS","Front End, HTML, CSS, JavaScript, Accessibility, Performance, Design Systems, Sass, WordPress",🇨🇦,apple,android,https://twitter.com/discoliam
468,EJ Mitchell,https://www.cupofsquid.com/uses,Full-time web dev @ thoughtbot. Artist. Writer. Outdoors enthusiast.,"Developer, Scala, Elm, Ruby, Ruby on Rails, Blogger",🇺🇸,apple,iphone,
469,Simeon Griggs,https://www.simeongriggs.dev/uses,"Full stack developer and part time Cyclist in Newcastle upon Tyne, UK","Designer, Developer, Front End, JavaScript, React, Gatsby, Next.js, TailWindCSS",🇬🇧,apple,iphone,https://twitter.com/simeonGriggs
470,Alex O'Reilly,https://alekzandriia.com/uses/,Scientist turned Web developer from the Great White North.,"Web Developer, Developer, Software Engineer, Designer, Full Stack, Front End, Backend, WordPress, React, Gatsby, JavaScript, HTML, CSS, SEO, Maker, Problem Solver, Artist, Student, Self Taught, No CS Degree",🇨🇦,apple,iphone,https://twitter.com/alekzandriia
471,Christian Gambardella,https://gambo.io/uses/,"Solution Architect & Full-Stack JavaScript dev • Builds scalable systems • Loves Vue.js, TypeScript, Hasura + Nhost","Architect, AWS, Backend, Serverless, Cloud, Developer, Docker, E-Commerce, Firebase, Front End, GraphQL, JAMstack, JavaScript, Nuxt.js, Performance, Shopify, TailWindCSS, Teacher, Vue.js",🇩🇪,apple,iphone,https://twitter.com/heygambo
472,Ben Leivian,https://benleivian.com/uses,A “seasoned” full-stack developer & visual designer 🍔,"Full Stack, Developer, Designer, PHP, JavaScript, Laravel, Vue.js, Node.js, Docker",🇺🇸,apple,iphone,https://twitter.com/benleivian
473,Stefan Judis,https://www.stefanjudis.com/uses,"Web Developer, writer and speaker","Developer, JavaScript, Node.js, CSS, Accessibility, Blogger, Speaker",🇩🇪,apple,android,https://twitter.com/stefanjudis
474,Salma Alam-Naylor,https://whitep4nth3r.com/uses,"Live coding streamer, writer and speaker","Accessibility, Blogger, CSS, Developer, JAMstack, JavaScript, Node.js, Speaker, Streamer",🇬🇧,apple,iphone,https://twitter.com/whitep4nth3r
475,Ferdinand Linnenberg,https://linnenberg.dev/uses,Backend Developer and Open Source Enthusiast,"Go, Rust, Backend, Open Source, Linux, Kubernetes, Docker, Git, CI/CD, ARM, Raspberry Pi",🇩🇪,linux,android,https://twitter.com/Scarjit
476,Johannes Konings,https://johanneskonings.dev/uses/,Developer,"Web Development, Front End, React, Node.js, AWS, AWS Amplify",🇩🇪,windows,android,https://twitter.com/KoningsJohannes
477,John Cranston,https://pursuitofloot.com/uses,"Part lead front-ender, Part vidya-streamer, All cat dad.","Front End, Vue.js, Gatsby, Gamer, Streamer, Blogger",🇬🇧,apple,iphone,https://twitter.com/pursuitofloot
478,Kevin Simkanič,https://github.com/kevinko12323/uses,Wordpress ninja 😎 React lover ❤️ CSS master 🧐,"JavaScript, Developer, Full Stack, React, CSS, Front End, PHP, Vue.js, Backend, HTML, Performance, WordPress, Sass",🇸🇰,linux,android,https://twitter.com/cholinkol
479,Monica Powell,https://www.aboutmonica.com/uses/,Hi! I'm a product engineer who is passionate about making open-source more accessible and community building,"Developer, Blogger, Gatsby, Full Stack, Front End, JavaScript, React, Node.js, Remote, VS Code",🇺🇸,apple,iphone,https://twitter.com/waterproofheart
480,Ryan Warner,https://ryan.warner.codes/uses,Software Engineer and Interface Designer. Leader and Mentor.,"Engineer, Designer, Entrepreneur, JavaScript, React, Gatsby, Firebase, Node.js, CSS",🇺🇸,apple,iphone,
481,Emanuele Bartolesi,https://www.emanuelebartolesi.com/uses,Microsoft 365 Architect. Microsoft MVP & GitHub Star ⭐,"Developer, TypeScript, .NET6, React, Microsoft365, GitHub, Speakers",🇨🇭,windows,iphone,https://twitter.com/kasuken
482,Márk Mihályi,https://markmihalyi.com/uses,Full-Stack Engineer from Hungary,"Full Stack, Developer, TypeScript, JavaScript, React, Next.js, TailWindCSS, Node.js, Backend, Express.js, MySQL, MongoDB, Linux",🇭🇺,windows,android,https://twitter.com/_markmihalyi
483,Matt Busche,https://matthewbusche.com/uses/,"Full Stack developer from Des Moines, Iowa, web performance enthusiast","Full Stack, Java, JavaScript, Web Performance, Speaker, Blogger",🇺🇸,windows,android,https://twitter.com/mrbusche
484,Jordan Haines,https://jordanairwave.co.uk/uses.html,Full Stack Web Developer,"Developer, Full Stack, PHP, HTML, SCSS, CSS, MJML, JavaScript, WordPress, Laravel, Docker",🇬🇧,apple,iphone,https://twitter.com/jordanairwave
485,Mijndert Stuij,https://mijndertstuij.nl/uses/,Engineer. Hacker. Minimalist.,"AWS, Cloud, Infrastructure, Engineer, Developer, DevOps",🇳🇱,apple,iphone,https://twitter.com/mijndert
486,Justin De Leon,https://jusdeleon.vercel.app/uses,"Coding, video games, and pizza 🍕","Developer, Full Stack, PHP, Laravel, JavaScript, CSS",🇵🇭,apple,iphone,
